SEMESTRE,MAT_ALU,COD_DISC,NOTA,FALTAS,STATUS,
2,2063,4,10,14,R,
1,2064,8,10,1,R,
5,2065,5,5,10,R,
4,2066,13,8,17,R,
4,2067,20,3,5,R,
2,2068,5,4,14,R,
2,2069,7,7,9,R,
3,2070,15,10,10,R,
3,2071,15,4,10,R,
2,2072,20,10,0,R,
8,2073,17,8,6,R,
2,2074,12,10,8,R,
3,2075,12,1,6,R,
5,2076,12,6,17,R,
1,2077,10,8,12,R,
4,2078,6,5,8,R,
6,2079,4,9,7,R,
6,2080,10,8,2,R,
7,2081,18,6,4,R,
2,2082,18,6,18,R,
4,2083,9,6,11,R,
1,2084,13,0,9,R,
2,2085,2,10,11,R,
1,2086,13,2,15,R,
4,2087,15,4,14,R,
5,2088,24,4,10,R,
1,2089,1,7,3,R,
3,2090,24,9,15,R,
4,2091,17,3,3,R,
8,2092,19,10,5,R,
2,2093,4,0,4,R,
3,2094,14,4,0,R,
2,2095,4,2,11,R,
6,2096,13,1,2,R,
2,2097,23,6,0,R,
1,2098,19,9,10,R,
1,2099,3,3,17,R,
7,2100,17,0,8,R,
5,2101,21,5,12,R,
7,2102,7,2,20,R,
3,2103,5,5,5,R,
5,2104,7,9,9,R,
6,2105,20,8,3,R,
3,2106,10,7,16,R,
6,2107,7,5,16,R,
5,2108,8,10,7,R,
2,2109,3,9,13,R,
6,2110,13,1,3,R,
1,2111,10,4,9,R,
2,2112,9,7,20,R,
1,2113,2,9,14,R,
7,2114,11,1,5,R,
7,2115,1,4,19,R,
7,2116,20,1,5,R,
7,2117,23,2,1,R,
2,2118,10,9,1,R,
8,2119,8,9,2,R,
4,2120,18,1,8,R,
2,2121,14,1,7,R,
3,2122,16,2,12,R,
4,2123,24,8,8,R,
6,2124,11,9,11,R,
1,2125,16,4,5,R,
4,2126,13,3,4,R,
1,2127,5,3,7,R,
5,2128,23,8,3,R,
8,2129,1,8,15,R,
8,2130,8,7,8,R,
7,2131,18,4,7,R,
2,2132,5,2,16,R,
7,2133,23,9,3,R,
1,2134,17,2,12,R,
6,2135,18,4,3,R,
2,2136,24,3,11,R,
1,2137,7,1,9,R,
7,2138,9,3,19,R,
3,2139,11,3,16,R,
7,2140,14,4,2,R,
4,2141,19,7,18,R,
8,2142,5,10,18,R,
4,2143,6,10,19,R,
7,2144,22,10,8,R,
1,2145,7,10,17,R,
3,2146,6,2,20,R,
1,2147,22,5,7,R,
8,2148,21,10,15,R,
7,2149,20,4,4,R,
4,2150,18,4,9,R,
8,2151,7,1,20,R,
3,2152,17,9,0,R,
1,2153,24,10,2,R,
5,2154,23,4,12,R,
6,2155,8,5,20,R,
8,2156,6,3,3,R,
7,2157,1,7,5,R,
3,2158,24,3,8,R,
4,2159,5,3,6,R,
4,2160,22,7,12,R,
1,2161,23,9,14,R,
2,2162,17,7,1,R,
7,2163,6,7,13,R,
7,2164,11,5,12,R,
7,2165,13,10,13,R,
6,2166,7,4,10,R,
2,2167,6,6,10,R,
4,2168,12,3,5,R,
7,2169,3,2,3,R,
8,2170,8,2,1,R,
1,2171,19,1,9,R,
2,2172,7,10,6,R,
2,2173,18,8,20,R,
3,2174,12,8,18,R,
4,2175,17,0,11,R,
1,2176,10,3,12,R,
1,2177,2,1,5,R,
1,2178,18,9,0,R,
8,2179,24,2,19,R,
3,2180,14,1,10,R,
8,2181,11,3,14,R,
5,2182,22,5,17,R,
8,2183,1,7,1,R,
8,2184,11,3,11,R,
8,2185,13,2,12,R,
6,2186,10,6,9,R,
4,2187,15,8,12,R,
8,2188,21,7,2,R,
3,2189,11,4,7,R,
3,2190,22,7,16,R,
7,2191,6,1,20,R,
3,2192,20,0,18,R,
3,2193,4,8,1,R,
5,2194,11,10,15,R,
2,2195,3,4,13,R,
2,2196,20,7,16,R,
2,2197,23,10,16,R,
3,2198,22,2,3,R,
6,2199,11,2,3,R,
6,2200,8,6,14,R,
3,2201,22,10,17,R,
2,2202,20,3,15,R,
8,2203,21,6,11,R,
3,2204,22,2,9,R,
2,2205,10,3,15,R,
6,2206,17,3,15,R,
2,2207,9,5,18,R,
8,2208,6,8,17,R,
8,2209,3,9,14,R,
4,2210,13,6,4,R,
2,2211,7,7,13,R,
4,2212,11,9,4,R,
2,2213,19,6,9,R,
6,2214,10,4,12,R,
1,2215,11,8,13,R,
4,2216,19,5,14,R,
4,2217,15,4,14,R,
7,2218,16,2,15,R,
1,2219,14,2,18,R,
4,2220,24,6,4,R,
7,2221,10,7,13,R,
2,2222,17,8,1,R,
7,2223,18,1,5,R,
3,2224,17,4,11,R,
8,2225,15,5,1,R,
8,2226,15,4,7,R,
2,2227,12,2,5,R,
8,2228,1,5,15,R,
1,2229,17,9,13,R,
6,2230,20,9,13,R,
5,2231,3,4,14,R,
7,2232,1,7,11,R,
5,2233,20,5,11,R,
2,2234,18,3,10,R,
3,2235,15,0,9,R,
4,2236,9,6,5,R,
5,2237,15,1,16,R,
4,2238,15,9,10,R,
5,2239,1,5,20,R,
2,2240,13,8,13,R,
6,2241,9,10,9,R,
3,2242,22,6,8,R,
3,2243,2,0,10,R,
1,2244,2,6,17,R,
1,2245,2,10,3,R,
4,2246,21,7,10,R,
4,2247,3,2,8,R,
2,2248,20,4,10,R,
7,2249,18,6,10,R,
2,2250,13,0,14,R,
1,2251,19,0,13,R,
5,2252,23,3,3,R,
3,2253,2,7,8,R,
1,2254,22,9,14,R,
7,2255,15,5,4,R,
7,2256,4,2,14,R,
4,2257,20,2,0,R,
7,2258,5,10,9,R,
4,2259,18,6,0,R,
3,2260,7,3,15,R,
2,2261,22,2,13,R,
6,2262,12,2,4,R,
1,2263,22,3,1,R,
3,2264,7,10,2,R,
7,2265,22,4,19,R,
4,2266,6,10,6,R,
1,2267,5,3,15,R,
8,2268,7,7,12,R,
2,2269,2,3,20,R,
1,2270,14,2,8,R,
1,2271,15,0,10,R,
5,2272,9,4,14,R,
7,2273,22,10,16,R,
6,2274,5,1,1,R,
1,2275,17,2,11,R,
8,2276,4,1,8,R,
8,2277,20,9,0,R,
3,2278,22,6,18,R,
6,2279,14,1,20,R,
4,2280,15,9,11,R,
1,2281,5,0,0,R,
5,2282,13,0,9,R,
2,2283,16,3,3,R,
5,2284,23,4,12,R,
3,2285,11,6,20,R,
5,2286,19,7,17,R,
6,2287,3,1,17,R,
7,2288,7,1,9,R,
5,2289,9,9,14,R,
4,2290,4,10,18,R,
3,2291,21,4,17,R,
4,2292,7,5,15,R,
1,2293,12,3,7,R,
4,2294,9,1,10,R,
3,2295,14,4,12,R,
8,2296,10,1,19,R,
6,2297,8,0,13,R,
3,2298,9,6,14,R,
6,2299,23,6,15,R,
5,2300,6,3,12,R,
3,2301,24,10,0,R,
5,2302,5,1,3,R,
3,2303,6,2,0,R,
2,2304,4,10,11,R,
1,2305,13,4,17,R,
4,2306,21,5,3,R,
7,2307,13,4,15,R,
4,2308,7,6,17,R,
3,2309,15,3,0,R,
5,2310,1,4,16,R,
1,2311,13,0,20,R,
8,2312,2,6,17,R,
1,2313,2,10,17,R,
6,2314,15,9,20,R,
8,2315,14,3,17,R,
6,2316,12,1,14,R,
2,2317,18,3,10,R,
3,2318,16,4,18,R,
6,2319,11,9,18,R,
2,2320,2,4,6,R,
4,2321,9,5,11,R,
5,2322,2,7,14,R,
7,2323,2,4,4,R,
6,2324,17,10,17,R,
4,2325,14,10,10,R,
3,2326,19,9,20,R,
2,2327,18,4,20,R,
6,2328,13,1,0,R,
4,2329,23,2,11,R,
1,2330,13,8,18,R,
5,2331,1,1,12,R,
5,2332,3,10,1,R,
4,2333,20,3,0,R,
3,2334,13,9,11,R,
2,2335,3,10,19,R,
3,2336,18,1,2,R,
4,2337,17,1,1,R,
3,2338,19,5,11,R,
3,2339,21,3,19,R,
1,2340,19,8,15,R,
3,2341,1,5,10,R,
3,2342,11,7,7,R,
6,2343,9,5,0,R,
3,2344,13,2,4,R,
1,2345,10,7,12,R,
4,2346,23,8,4,R,
6,2347,23,4,15,R,
5,2348,20,8,1,R,
7,2349,21,4,20,R,
4,2350,10,5,1,R,
5,2351,10,2,14,R,
4,2352,4,4,16,R,
8,2353,6,10,12,R,
6,2354,16,8,20,R,
2,2355,6,4,0,R,
4,2356,12,0,4,R,
1,2357,21,10,17,R,
5,2358,22,9,4,R,
7,2359,2,9,13,R,
6,2360,8,2,10,R,
1,2361,5,9,5,R,
3,2362,9,4,7,R,
5,2363,8,3,11,R,
1,2364,7,8,2,R,
6,2365,6,6,2,R,
4,2366,9,1,13,R,
2,2367,18,4,2,R,
7,2368,14,3,14,R,
8,2369,12,4,10,R,
3,2370,13,8,16,R,
6,2371,1,6,20,R,
7,2372,18,8,13,R,
1,2373,18,10,20,R,
1,2374,12,0,14,R,
1,2375,9,2,2,R,
8,2376,19,0,3,R,
5,2377,23,10,6,R,
5,2378,14,5,8,R,
3,2379,6,6,1,R,
3,2380,3,6,15,R,
6,2381,21,7,10,R,
7,2382,20,3,14,R,
4,2383,13,4,1,R,
6,2384,10,3,5,R,
3,2385,24,2,4,R,
3,2386,8,4,9,R,
8,2387,18,2,3,R,
3,2388,13,7,18,R,
2,2389,21,1,7,R,
7,2390,3,0,18,R,
4,2391,22,0,11,R,
3,2392,21,6,12,R,
1,2393,10,6,2,R,
1,2394,18,8,14,R,
3,2395,13,5,20,R,
2,2396,22,4,16,R,
1,2397,5,6,6,R,
5,2398,1,5,10,R,
6,2399,8,8,16,R,
3,2400,12,7,8,R,
6,2401,10,10,1,R,
7,2402,11,2,7,R,
7,2403,22,9,12,R,
1,2404,9,6,19,R,
1,2405,4,1,12,R,
2,2406,3,1,10,R,
2,2407,5,10,19,R,
5,2408,16,9,12,R,
3,2409,6,0,3,R,
7,2410,13,2,9,R,
8,2411,16,8,14,R,
4,2412,15,3,17,R,
2,2413,24,0,5,R,
2,2414,10,1,6,R,
3,2415,21,6,3,R,
4,2416,5,10,12,R,
5,2417,10,8,15,R,
7,2418,16,6,19,R,
3,2419,12,10,18,R,
4,2420,7,8,12,R,
8,2421,19,9,7,R,
8,2422,5,2,11,R,
3,2423,6,6,0,R,
4,2424,5,5,13,R,
4,2425,13,6,8,R,
5,2426,21,2,14,R,
8,2427,7,5,10,R,
1,2428,24,1,10,R,
8,2429,8,2,13,R,
6,2430,10,2,5,R,
4,2431,21,9,1,R,
2,2432,4,9,3,R,
7,2433,12,2,8,R,
4,2434,21,3,17,R,
1,2435,10,9,4,R,
2,2436,20,3,15,R,
4,2437,8,7,19,R,
8,2438,18,4,14,R,
7,2439,18,2,10,R,
1,2440,7,0,3,R,
1,2441,11,10,5,R,
1,2442,13,5,1,R,
2,2443,14,4,14,R,
6,2444,22,5,3,R,
7,2445,18,4,0,R,
7,2446,6,7,9,R,
8,2447,24,4,4,R,
6,2448,16,7,6,R,
4,2449,5,7,17,R,
3,2450,19,6,2,R,
7,2451,23,8,4,R,
2,2452,21,2,0,R,
3,2453,12,6,0,R,
4,2454,10,5,9,R,
7,2455,1,0,5,R,
7,2456,16,3,1,R,
7,2457,23,9,7,R,
2,2458,16,5,13,R,
4,2459,3,8,15,R,
3,2460,3,1,8,R,
6,2461,6,0,2,R,
6,2462,12,5,2,R,
6,2463,12,10,10,R,
4,2464,11,0,1,R,
7,2465,13,3,7,R,
4,2466,13,8,13,R,
3,2467,4,9,7,R,
5,2468,11,10,8,R,
2,2469,5,8,2,R,
4,2470,1,10,16,R,
2,2471,7,0,12,R,
7,2472,21,5,17,R,
5,2473,19,6,17,R,
6,2474,3,3,8,R,
3,2475,8,3,2,R,
6,2476,18,10,8,R,
5,2477,23,3,18,R,
5,2478,6,2,14,R,
6,2479,16,0,5,R,
3,2480,13,3,18,R,
6,2481,9,10,16,R,
1,2482,8,9,5,R,
7,2483,20,8,12,R,
8,2484,18,8,17,R,
1,2485,10,7,4,R,
3,2486,14,6,2,R,
3,2487,8,1,3,R,
6,2488,17,6,11,R,
4,2489,18,8,2,R,
2,2490,9,9,10,R,
3,2491,20,8,5,R,
7,2492,1,9,15,R,
2,2493,8,1,7,R,
7,2494,6,5,11,R,
5,2495,17,4,6,R,
3,2496,16,3,0,R,
5,2497,5,6,10,R,
3,2498,21,0,0,R,
6,2499,10,10,11,R,
8,2500,21,1,9,R,
5,2501,3,7,17,R,
4,2502,24,8,0,R,
4,2503,11,6,0,R,
3,2504,12,9,2,R,
7,2505,3,9,13,R,
2,2506,2,6,8,R,
5,2507,13,6,1,R,
2,2508,19,5,12,R,
7,2509,3,7,8,R,
6,2510,21,8,12,R,
1,2511,2,5,15,R,
3,2512,17,4,15,R,
7,2513,22,2,12,R,
3,2514,7,1,17,R,
4,2515,18,4,15,R,
5,2516,9,1,15,R,
7,2517,3,6,9,R,
5,2518,9,10,5,R,
7,2519,7,4,19,R,
3,2520,20,0,1,R,
2,2521,16,10,9,R,
2,2522,12,10,4,R,
2,2523,19,2,7,R,
7,2524,15,2,18,R,
5,2525,9,7,14,R,
6,2526,12,4,14,R,
7,2527,22,9,5,R,
5,2528,9,5,2,R,
6,2529,3,6,0,R,
7,2530,21,10,4,R,
2,2531,17,8,18,R,
1,2532,15,3,16,R,
4,2533,9,7,15,R,
5,2534,20,8,15,R,
2,2535,9,1,14,R,
3,2536,21,9,11,R,
6,2537,9,0,17,R,
1,2538,6,5,6,R,
4,2539,11,9,4,R,
6,2540,18,6,3,R,
6,2541,17,0,15,R,
8,2542,6,6,5,R,
4,2543,3,3,12,R,
5,2544,8,2,2,R,
6,2545,1,3,20,R,
6,2546,7,8,6,R,
5,2547,17,9,12,R,
4,2548,19,6,5,R,
4,2549,10,8,6,R,
4,2550,20,3,15,R,
7,2551,14,4,11,R,
7,2552,10,2,4,R,
1,2553,10,3,1,R,
1,2554,20,6,6,R,
6,2555,4,0,11,R,
3,2556,2,7,10,R,
1,2557,19,4,0,R,
8,2558,4,3,6,R,
3,2559,5,5,0,R,
5,2560,1,0,5,R,
5,2561,13,9,7,R,
1,2562,16,5,2,R,
1,2563,2,1,16,R,
2,2564,24,9,5,R,
8,2565,11,6,7,R,
2,2566,24,7,20,R,
5,2567,22,1,17,R,
7,2568,13,10,19,R,
8,2569,4,7,18,R,
5,2570,22,7,10,R,
5,2571,22,5,12,R,
7,2572,12,4,10,R,
8,2573,24,0,13,R,
2,2574,9,6,19,R,
5,2575,7,1,19,R,
8,2576,14,3,17,R,
8,2577,16,0,6,R,
5,2578,22,5,0,R,
8,2579,9,1,11,R,
3,2580,10,7,0,R,
1,2581,5,6,15,R,
8,2582,12,10,2,R,
5,2583,11,0,1,R,
3,2584,17,1,15,R,
8,2585,7,4,7,R,
2,2586,5,7,18,R,
4,2587,1,7,14,R,
8,2588,11,9,13,R,
1,2589,16,7,15,R,
5,2590,17,0,11,R,
2,2591,17,7,18,R,
8,2592,2,0,13,R,
4,2593,24,8,9,R,
6,2594,16,8,15,R,
3,2595,2,8,4,R,
5,2596,21,7,2,R,
6,2597,1,8,7,R,
8,2598,24,5,17,R,
7,2599,4,9,18,R,
8,2600,1,3,4,R,
2,2601,2,3,18,R,
8,2602,15,9,19,R,
5,2603,12,8,6,R,
7,2604,17,4,2,R,
1,2605,8,2,10,R,
2,2606,9,0,11,R,
6,2607,22,7,3,R,
1,2608,12,0,13,R,
3,2609,24,7,4,R,
3,2610,19,7,4,R,
7,2611,19,5,19,R,
1,2612,1,6,8,R,
2,2613,12,8,13,R,
2,2614,9,0,17,R,
5,2615,19,3,15,R,
5,2616,17,8,16,R,
1,2617,9,10,3,R,
2,2618,9,2,8,R,
7,2619,13,1,17,R,
5,2620,6,10,17,R,
5,2621,21,4,1,R,
2,2622,16,9,1,R,
2,2623,2,5,13,R,
6,2624,20,0,0,R,
8,2625,9,1,17,R,
7,2626,2,10,20,R,
3,2627,23,8,13,R,
1,2628,18,9,17,R,
5,2629,24,8,7,R,
2,2630,23,3,20,R,
6,2631,5,4,9,R,
8,2632,22,7,4,R,
3,2633,5,7,18,R,
6,2634,2,1,7,R,
7,2635,14,7,11,R,
3,2636,15,5,5,R,
5,2637,9,5,16,R,
8,2638,23,7,12,R,
7,2639,24,3,5,R,
5,2640,24,0,3,R,
7,2641,10,0,9,R,
5,2642,18,7,15,R,
8,2643,16,8,13,R,
6,2644,14,2,10,R,
3,2645,24,5,0,R,
6,2646,8,7,6,R,
1,2647,9,2,17,R,
1,2648,6,5,12,R,
1,2649,19,8,10,R,
2,2650,14,3,3,R,
2,2651,23,10,18,R,
3,2652,15,9,17,R,
5,2653,23,8,2,R,
8,2654,19,5,14,R,
4,2655,3,9,14,R,
7,2656,16,4,20,R,
6,2657,14,2,18,R,
1,2658,14,10,18,R,
1,2659,18,10,19,R,
7,2660,23,5,1,R,
4,2661,24,7,16,R,
2,2662,14,6,6,R,
8,2663,4,10,5,R,
8,2664,24,2,0,R,
1,2665,16,9,8,R,
2,2666,13,6,10,R,
2,2667,23,4,19,R,
2,2668,9,4,3,R,
4,2669,4,4,7,R,
6,2670,8,6,10,R,
4,2671,10,2,12,R,
1,2672,2,8,3,R,
5,2673,22,3,2,R,
8,2674,14,2,2,R,
8,2675,18,6,20,R,
8,2676,6,8,20,R,
3,2677,20,5,11,R,
5,2678,18,2,6,R,
7,2679,17,10,17,R,
3,2680,9,5,19,R,
3,2681,7,3,8,R,
7,2682,3,0,0,R,
4,2683,14,4,8,R,
8,2684,8,0,2,R,
7,2685,9,9,6,R,
7,2686,18,10,3,R,
3,2687,22,7,0,R,
7,2688,10,10,15,R,
5,2689,24,0,18,R,
7,2690,23,2,5,R,
2,2691,10,7,15,R,
8,2692,7,8,11,R,
6,2693,7,8,19,R,
1,2694,3,4,13,R,
2,2695,8,0,2,R,
4,2696,23,6,3,R,
5,2697,20,6,16,R,
5,2698,18,3,14,R,
5,2699,17,6,18,R,
6,2700,23,8,16,R,
7,2701,10,7,19,R,
6,2702,15,9,19,R,
5,2703,1,0,2,R,
4,2704,17,10,11,R,
6,2705,12,6,19,R,
6,2706,4,5,0,R,
1,2707,10,0,0,R,
2,2708,12,8,5,R,
3,2709,21,10,8,R,
7,2710,15,0,20,R,
1,2711,20,1,4,R,
8,2712,15,7,5,R,
7,2713,7,10,9,R,
6,2714,21,5,20,R,
1,2715,19,8,7,R,
2,2716,11,9,15,R,
6,2717,20,2,14,R,
4,2718,9,1,6,R,
2,2719,17,3,3,R,
5,2720,18,8,15,R,
2,2721,2,0,16,R,
4,2722,20,5,3,R,
1,2723,5,6,2,R,
8,2724,14,0,12,R,
3,2725,22,4,14,R,
6,2726,17,4,19,R,
3,2727,1,2,4,R,
7,2728,1,6,14,R,
5,2729,2,2,12,R,
8,2730,17,10,19,R,
3,2731,22,2,4,R,
5,2732,15,3,2,R,
7,2733,17,6,20,R,
5,2734,17,9,8,R,
5,2735,21,6,1,R,
6,2736,11,9,15,R,
8,2737,9,9,0,R,
1,2738,18,10,8,R,
4,2739,24,0,19,R,
3,2740,14,1,10,R,
7,2741,22,10,8,R,
2,2742,17,1,9,R,
6,2743,15,4,6,R,
7,2744,18,7,3,R,
1,2745,14,7,7,R,
1,2746,2,7,11,R,
6,2747,22,8,6,R,
1,2748,23,0,6,R,
2,2749,19,1,7,R,
2,2750,2,6,6,R,
1,2751,4,8,14,R,
8,2752,15,3,16,R,
7,2753,20,6,9,R,
2,2754,23,2,5,R,
7,2755,15,7,9,R,
5,2756,3,0,16,R,
6,2757,10,3,13,R,
8,2758,18,9,1,R,
4,2759,7,1,4,R,
5,2760,6,3,15,R,
7,2761,7,6,3,R,
6,2762,17,7,8,R,
7,2763,17,3,13,R,
3,2764,23,0,5,R,
7,2765,10,1,14,R,
6,2766,5,0,4,R,
7,2767,16,0,15,R,
1,2768,8,9,2,R,
7,2769,3,3,9,R,
6,2770,6,0,1,R,
2,2771,7,10,14,R,
7,2772,3,6,8,R,
6,2773,13,1,8,R,
6,2774,8,8,19,R,
3,2775,1,9,10,R,
5,2776,18,9,18,R,
5,2777,1,0,9,R,
1,2778,14,3,13,R,
5,2779,3,7,17,R,
2,2780,20,6,7,R,
8,2781,4,2,5,R,
5,2782,2,8,1,R,
3,2783,4,8,15,R,
5,2784,8,9,18,R,
8,2785,10,2,11,R,
5,2786,23,0,7,R,
5,2787,6,9,16,R,
8,2788,6,4,16,R,
4,2789,3,2,17,R,
3,2790,23,5,1,R,
5,2791,20,1,4,R,
2,2792,5,1,13,R,
8,2793,6,9,20,R,
8,2794,22,2,16,R,
4,2795,21,3,13,R,
2,2796,16,1,5,R,
2,2797,2,2,3,R,
6,2798,6,7,3,R,
5,2799,9,5,5,R,
7,2800,22,1,19,R,
4,2801,17,9,8,R,
4,2802,6,6,2,R,
1,2803,9,6,17,R,
6,2804,21,10,14,R,
6,2805,16,8,17,R,
5,2806,22,2,12,R,
2,2807,5,9,4,R,
2,2808,1,7,13,R,
6,2809,15,10,4,R,
7,2810,15,3,8,R,
1,2811,24,3,12,R,
7,2812,22,9,14,R,
3,2813,1,6,10,R,
3,2814,7,8,0,R,
3,2815,15,1,6,R,
8,2816,22,7,19,R,
6,2817,15,0,11,R,
4,2818,4,8,12,R,
3,2819,17,9,17,R,
6,2820,5,6,3,R,
2,2821,21,2,11,R,
3,2822,21,6,12,R,
2,2823,15,2,12,R,
2,2824,16,9,13,R,
1,2825,6,5,14,R,
4,2826,17,2,6,R,
7,2827,20,9,4,R,
7,2828,16,10,14,R,
1,2829,4,1,3,R,
5,2830,5,1,1,R,
2,2831,6,10,11,R,
7,2832,8,10,6,R,
5,2833,18,4,18,R,
4,2834,18,0,6,R,
7,2835,16,2,13,R,
7,2836,9,2,19,R,
8,2837,13,7,9,R,
3,2838,15,6,5,R,
7,2839,14,10,4,R,
8,2840,20,2,0,R,
7,2841,15,10,20,R,
5,2842,22,10,3,R,
2,2843,5,6,12,R,
8,2844,24,6,15,R,
6,2845,11,7,10,R,
5,2846,24,3,8,R,
3,2847,24,8,9,R,
4,2848,8,10,20,R,
6,2849,7,5,12,R,
2,2850,17,9,12,R,
5,2851,15,4,16,R,
8,2852,9,0,0,R,
8,2853,10,6,1,R,
6,2854,4,6,12,R,
5,2855,21,10,20,R,
8,2856,2,6,4,R,
7,2857,10,6,18,R,
1,2858,7,7,5,R,
6,2859,20,3,17,R,
4,2860,6,4,13,R,
6,2861,12,0,8,R,
7,2862,7,2,19,R,
6,2863,6,3,18,R,
6,2864,7,4,5,R,
8,2865,5,5,2,R,
2,2866,3,4,11,R,
1,2867,12,4,4,R,
1,2868,1,4,13,R,
4,2869,3,8,10,R,
8,2870,13,9,0,R,
1,2871,5,7,11,R,
5,2872,1,6,15,R,
5,2873,15,0,19,R,
3,2874,5,10,4,R,
6,2875,7,1,13,R,
3,2876,16,4,2,R,
3,2877,14,3,8,R,
6,2878,8,2,0,R,
8,2879,22,9,7,R,
3,2880,11,4,15,R,
5,2881,13,9,9,R,
6,2882,21,8,7,R,
1,2883,7,9,14,R,
1,2884,8,4,9,R,
6,2885,20,10,15,R,
5,2886,23,5,3,R,
8,2887,23,5,19,R,
2,2888,16,7,1,R,
8,2889,15,2,14,R,
8,2890,3,7,17,R,
1,2891,24,2,6,R,
5,2892,9,6,2,R,
1,2893,2,0,9,R,
5,2894,5,1,5,R,
7,2895,16,1,17,R,
7,2896,9,4,13,R,
7,2897,4,2,19,R,
6,2898,1,2,3,R,
6,2899,17,8,6,R,
5,2900,8,2,18,R,
6,2901,21,8,8,R,
2,2902,19,4,16,R,
2,2903,2,0,9,R,
5,2904,6,10,19,R,
8,2905,21,1,2,R,
6,2906,24,5,5,R,
7,2907,16,1,6,R,
7,2908,15,4,7,R,
5,2909,2,6,4,R,
4,2910,23,6,15,R,
2,2911,6,6,1,R,
4,2912,4,10,2,R,
4,2913,8,9,15,R,
3,2914,5,5,1,R,
7,2915,15,7,6,R,
6,2916,1,10,14,R,
2,2917,7,2,20,R,
5,2918,16,9,1,R,
8,2919,16,6,20,R,
2,2920,6,6,20,R,
7,2921,14,5,16,R,
4,2922,13,8,19,R,
8,2923,6,5,4,R,
2,2924,2,3,0,R,
7,2925,19,9,14,R,
6,2926,10,2,15,R,
8,2927,21,7,9,R,
4,2928,8,3,5,R,
7,2929,1,6,4,R,
8,2930,13,8,12,R,
2,2931,23,10,19,R,
7,2932,22,7,11,R,
4,2933,24,9,11,R,
3,2934,24,2,9,R,
2,2935,18,10,1,R,
4,2936,5,0,4,R,
8,2937,3,1,7,R,
2,2938,22,5,9,R,
7,2939,19,2,11,R,
3,2940,3,3,8,R,
2,2941,21,8,11,R,
1,2942,15,2,17,R,
5,2943,10,9,19,R,
6,2944,17,9,19,R,
5,2945,7,3,16,R,
8,2946,4,7,0,R,
3,2947,1,9,19,R,
1,2948,10,10,1,R,
8,2949,6,7,8,R,
3,2950,12,4,14,R,
8,2951,23,5,15,R,
6,2952,10,9,7,R,
1,2953,4,1,12,R,
7,2954,15,7,10,R,
3,2955,10,5,19,R,
1,2956,15,10,15,R,
6,2957,12,5,0,R,
2,2958,11,5,12,R,
8,2959,12,5,0,R,
2,2960,2,3,19,R,
6,2961,22,4,20,R,
2,2962,23,2,6,R,
2,2963,6,6,1,R,
2,2964,16,0,1,R,
7,2965,21,4,2,R,
5,2966,10,1,0,R,
4,2967,23,8,12,R,
2,2968,2,4,19,R,
3,2969,14,5,18,R,
6,2970,1,5,3,R,
7,2971,1,3,18,R,
6,2972,5,9,20,R,
3,2973,1,0,4,R,
1,2974,23,4,11,R,
2,2975,3,4,2,R,
8,2976,7,7,13,R,
4,2977,4,4,18,R,
7,2978,11,10,11,R,
6,2979,22,3,16,R,
3,2980,11,4,6,R,
5,2981,17,0,17,R,
7,2982,7,7,12,R,
3,2983,22,10,8,R,
2,2984,21,6,7,R,
6,2985,4,1,14,R,
1,2986,24,2,13,R,
3,2987,16,9,12,R,
4,2988,13,7,1,R,
4,2989,2,9,14,R,
7,2990,14,1,13,R,
5,2991,22,7,11,R,
8,2992,10,10,18,R,
3,2993,21,5,15,R,
7,2994,18,4,9,R,
4,2995,10,8,1,R,
3,2996,10,4,7,R,
6,2997,1,0,2,R,
3,2998,20,4,0,R,
8,2999,13,3,11,R,
5,3000,23,8,9,R,
3,3001,2,6,1,R,
8,3002,20,3,11,R,
1,3003,12,2,4,R,
8,3004,1,7,8,R,
6,3005,11,9,17,R,
3,3006,5,8,2,R,
2,3007,7,5,12,R,
8,3008,4,1,14,R,
7,3009,18,4,7,R,
7,3010,7,2,11,R,
2,3011,8,10,6,R,
2,3012,17,5,5,R,
7,3013,8,10,1,R,
1,3014,15,6,16,R,
2,3015,23,8,8,R,
5,3016,17,10,0,R,
7,3017,5,5,13,R,
4,3018,3,9,6,R,
8,3019,9,8,19,R,
1,3020,2,9,9,R,
3,3021,22,0,17,R,
2,3022,24,6,10,R,
6,3023,12,9,0,R,
1,3024,23,4,17,R,
8,3025,9,2,16,R,
3,3026,24,4,18,R,
2,3027,11,2,17,R,
6,3028,8,6,16,R,
3,3029,15,3,9,R,
7,3030,14,2,6,R,
8,3031,24,4,19,R,
2,3032,12,3,20,R,
6,3033,12,2,15,R,
1,3034,22,1,0,R,
6,3035,21,8,3,R,
4,3036,9,6,13,R,
7,3037,11,8,6,R,
7,3038,10,8,7,R,
2,3039,7,0,16,R,
2,3040,19,8,5,R,
1,3041,14,7,14,R,
1,3042,7,5,12,R,
8,3043,4,5,8,R,
8,3044,3,4,16,R,
4,3045,6,8,8,R,
5,3046,11,0,14,R,
2,3047,16,3,1,R,
7,3048,6,9,13,R,
3,3049,1,9,15,R,
7,3050,10,6,19,R,
2,3051,12,10,2,R,
7,3052,1,1,16,R,
1,3053,4,10,19,R,
3,3054,17,0,15,R,
4,3055,4,6,4,R,
8,3056,2,8,11,R,
8,3057,4,5,2,R,
4,3058,2,9,15,R,
5,3059,14,10,3,R,
